HoofdlemmaURL;Hoofdlemma;Literatuur;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00813.php;exotische literatuur;R. Steinmetz e.a., Art et exotisme (1991);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03049.php;stuiversroman;R. Sterk & J. Conkright, The continental dime novel (2006);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04910.php;pulp;R. Sterk & J. Conkright, The continental dime novel (2006);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00683.php;dissimulatio;R. Strocchio, Simulatio e dissimulatio nelle opere di Tacito (2001).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02029.php;troubadour;"R. Stuip & C. Vellekoop, Hoofse cultuur; studies over een aspect van de middeleeuwse cultuur (1983)";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03101.php;orale literatuur;R. Stuip, & C. Vellekoop, Oraliteit en schriftcultuur (1993);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04223.php;theaterkritiek;R. Stuivenberg & R. Rijghard, Theaterkritiek in Nederland [interviews] (2003);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00408.php;DDC;R. Sweeney, ‘The international use of the Dewey Decimal Classification’ in International Cataloguing and Bibliographic Control 24 (1995).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03401.php;anciens et modernes;R. Teeuwen, ‘Querelle des Anciens et des Modernes’ in W. van Peer & K. Dijkstra (red.), Sleutelwoorden (1991), p. 136-143;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05466.php;terminologie;R. Temmerman, Towards new ways of terminology description: the sociocognitive-approach (2000);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03919.php;metamorfose;R. Th. van der Paardt, Mythe en metamorfose: antieke motieven in de moderne literatuur (1991);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02684.php;mythe;"R. Th. van der Paardt, Mythe en metamorfose; antieke motieven in de moderne literatuur (1991)";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02656.php;pornografie;R. Thompson, Unfit for modest ears (1979);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00645.php;Arthurepiek;R. Trachsler, Les romans arthuriens en vers aprés Chrétien de Troyes (1997);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00894.php;gothic novel;R. Trousson, Le roman noir de la Révolution (1997);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03235.php;thema;R. Trousson, Thèmes et mythes. Questions de méthode (1981);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03043.php;stofgeschiedenis;R. Trousson, Un problème de littérature comparée: les études de thèmes (1965);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02765.php;utopische literatuur;R. Trousson, Voyages aux pays de nulle part. Histoire littéraire de la pensée utopique (19792);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03514.php;cognitieve literatuurwetenschap;R. Tsur, Toward a theory of cognitive poetics (1992);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00020.php;allegorie;R. Tuve, Allegorical imagery (1977);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00858.php;Geistesgeschichte;R. Unger, Literaturgeschichte und Geistesgeschichte (1926);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00258.php;blijde inkomst;R. van Bragt, De blijde inkomst van de hertogen van Brabant Johanna en Wenceslas (1956);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03211.php;vertaalwetenschap;R. van den Broeck & A. Lefevere, Uitnodiging tot de vertaalwetenschap (19842);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00224.php;bibliofilie;R. van der Meulen, Over de liefhebberij voor boeken (1896);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01036.php;intertekstualiteit;R. van der Paardt, Heilige plaatsen: opstellen over antieke intertekstualiteit (2007);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03981.php;orfische gedichten;R. van der Paardt, Het lied van Orpheus: de antieke hellevaart in de moderne literatuur (2003);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03748.php;hellevaart;R. van der Paardt, Het lied van Orpheus: de antieke hellevaart in de moderne Nederlandse literatuur (2003);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01036.php;intertekstualiteit;R. van der Paardt, Een vertrouwd gevoel van onbekendheid: opstellen over antieke intertekstualiteit (1996);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02161.php;marionettentheater;R. van der Steenhoven (red.), Bibliografie: boeken over poppenspel in de brede zin van het woord in Nederland (1995).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01392.php;Moderne Devotie;R. van Dijk, Salome Sticken (1369-1449) en de oorsprong van de Moderne Devotie (2015).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01122.php;journalistiek proza;R. van Exter & A. Pauw, Tussen literatuur en journalistiek (1994);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02602.php;brief;R. van Gelder, Sailing letters: verslag van een inventariserend onderzoek naar Nederlandse brieven in het archief van het High Court of Admiralty in The National Archives in Kew, Groot-Brittannië (2006).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04100.php;rap;R. van Gogh (red.), Sprong naar de sterren: de laatste generatie dichters van de twintigste eeuw (1999), p. 5-12;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04480.php;volksprent;R. van Os, De volksprent in Vlaanderen en elders (1943);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04908.php;held(in);R. van Stipriaan, ‘Gysbreght van Aemstel als tragische held’ in Zeventiende eeuw 12 (1996) 2, p. 359-377 (DBNL, 2001);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04907.php;tragische held;R. van Stipriaan, ‘Gysbreght van Aemstel als tragische held’ in Zeventiende eeuw 12 (1996) 2, p. 359-377.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01662.php;klucht-1;R. van Stipriaan, Leugens en vermaak. Boccaccio’s novellen in de kluchtcultuur van de Nederlandse renaissance (1996).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02547.php;novelle;"R. van Stipriaan, Leugens en vermaak;"" Boccaccio’s novellen in de kluchtcultuur van de Nederlandse renaissance (1996)";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01242.php;klucht-2;"R. van Stipriaan, Leugens en vermaak;"" Boccaccio's novellen in de kluchtcultuur van de Nederlandse renaissance (1996).";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04460.php;taalspel;R. van Straten, ‘De geheimen van de taal’ in Revisor 17 (1990) 4, p. 70-79;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00687.php;emblema;R. van Straten, Een inleiding in de iconografie (1985);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01166.php;iconografie;R. van Straten, Een inleiding in de iconografie. Enige theoretische en praktische kennis (20025).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01167.php;iconologie;R. van Straten, Een inleiding in de iconografie. Enige theoretische en praktische kennis (20025).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01560.php;pictura;R. van Straten, Een inleiding in de iconografie (20025).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00336.php;colofon;R. van Uytven, ‘Historische knipoogjes naar “Heinrich ende Margriete van Limborch”’ in Bijdragen tot de Geschiedenis 66 (1983), p. 3-11;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00724.php;almanak;R. van Wingerden & P. van Zonneveld, ‘Lijst van Nederlandse almanakken 1840-1849’ in De negentiende eeuw 3 (1979), p. 2-38;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04534.php;klassieke roman;R. Veenman, ‘Het klassieke gehalte van de middeleeuwen’ in De klassieke traditie in de Lage Landen (2009), p. 12-39.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04882.php;klassieke oudheid;R. Veenman, De klassieke traditie in de Lage Landen (2009).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00455.php;dodengesprek;R. Veerman, 'Het dodengesprek in Nederland' in De achttiende eeuw 29 (1997), p. 35-60;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02609.php;leesbibliotheek;R. Vegt, Satirische tijdschriften 1848-1940 (19962);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01051.php;geestelijk drama;R. Verkarre, 'Het bijbelse drama in het Nederlands' in Vlaanderen Roeselare 19 (1970) 101, p. 12-25;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02684.php;mythe;R. Vervliet (red.), De mythe in de moderne literatuur (ALW-cahier 13) (1994);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00836.php;fin de siècle;R. Vervliet, De literaire manifesten van het fin de siècle in de Zuidnederlandse periodieken 1878-1914 (1982);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02159.php;manifest;R. Vervliet, De literaire manifesten van het fin de siècle in de Zuidnederlandse periodieken 1878-1914 (1982);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02173.php;muziekdrama;R. Wagner (vert. W.A. Ellis), Opera and drama (1995);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02959.php;verwachtingshorizon;R. Warning, Rezeptionsästhetik (1975), p. 23-25;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02958.php;verwachting;R. Warning, Rezeptionsästhetik: Theorie und Praxis (1975), p. 23-25;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03604.php;ekfrasis;R. Webb, Ekphrasis, imagination and persuasion in ancient rhetorical theory and practice (2009).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03641.php;faction;R. Weber, The Literature of fact (1980);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03094.php;new criticism;R. Weimann, New Criticism und die Entwicklung der bürgerlichen Literaturwissenschaft (19742);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04972.php;metrum;"R. Wellek & A. Warren, ‘Welluidendheid, ritme en metrum’ in Theorie der literatuur (1974""; Ned. vert.), p. 224-247";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04971.php;ritme;R. Wellek & A. Warren, ‘Welluidendheid, ritme en metrum’ in Theorie der literatuur (1974, Ned. vert.), p. 224-247;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02352.php;klanksymboliek;R. Wellek & A. Warren, Theorie der literatuur (Ned. vert., 1968) p. 224-247;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02345.php;klankanalyse;R. Wellek & A. Warren, Theorie der literatuur (Ned. vert., 1968), p. 224-247;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02351.php;klankschildering;R. Wellek & A. Warren, Theorie der literatuur (Ned. vert., 1968), p. 224-247.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02797.php;rijm;R. Wellek & A. Warren, Theorie der literatuur (Ned. vert., 1974), p. 224-247;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03094.php;new criticism;"R. Wellek & A. Warren, Theorie van de literatuur (1974;"" orig. 1948)";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00016.php;literatuurwetenschap;R. Wellek & A. Warren, Theory of literature (1949);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03200.php;literatuurtheorie;R. Wellek & A. Warren, Theory of literature (1949);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02523.php;prosodische symbolen;R. Wellek & A. Warren, Theory of literature (19552), ch. 13;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02810.php;ritmische analyse;R. Wellek & A. Warren, Theory of literature (2000), ch. 13;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00740.php;autonomiebewegingen;R. Wellek & A.Warren, Theorie der literatuur (19712), p. 197-385;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04980.php;klank;R. Wellek & A.Warren, Theorie der literatuur (Ned. vert., 1968), p. 224-247;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00553.php;beweging;R. Wellek, ‘Periods and movements in literary history’ in English institute annual (1940), p. 73-93;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00556.php;stroming;R. Wellek, ‘Periods and movements in literary history’ in English Institute Annual 1940 (1941), p. 73-93;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02712.php;realisme-1;R. Wellek, ‘The concept of realism in literary scholarship’ in Concepts of criticism (1963), p. 222-255;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02727.php;romantiek;R. Wellek, ‘The concept of Romanticism in literary history’ in Concepts of criticism (1963), p. 128-221;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02701.php;positivisme;R. Wellek, ‘The revolt against positivism’ in Id., Concepts of criticism (1963), p. 222-255;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03053.php;symbolisme;R. Wellek, ‘The term and concept of symbolism in literary history’ in Discriminations. Further concepts of criticism (1970), p. 90-121;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00859.php;genie;R. Wellek, A history of modern criticism (1955);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02444.php;neoplatonisme;R. Wellek, A history of modern criticism, dl. 1 (1981), p. 106-107;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04635.php;rationalisme;R. Wellek, A history of modern criticism, dl. 1 (1981), p. 12-30;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01704.php;literatuurgeschiedenis;R. Wellek, Concepts of criticism (1963);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00208.php;barok;R. Wellek, Concepts of criticism (1963), p. 69-127;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00559.php;periodisering;R. Wellek, Concepts of criticism (19674), p. 37-222;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02077.php;classicisme;"R. Wellek, 'The term and concept of ""Classicism"" in literary history' in E.R. Wasserman (red.), Aspects of the eighteenth century (1965), p. 105-128";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00763.php;conventie;R. Weninger, Literarische Konventionen. Theoretische Modelle, historische Anwendung (1994);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03201.php;tijd;R. West-Pavlov, Temporalities (2012).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00845.php;fysiologie;R. Wezel, ‘Kneppelhout publiceert “De student-Leydenaar”’ in M.A. Schenkeveld-van der Dussen (red.), Nederlandse literatuur, een geschiedenis (1993), p. 455-460;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03674.php;Frankfurter Schule;R. Wiggershaus, Die Frankfurter Schule: Geschichte, theoretische Entwicklung, politische Bedeutung (19892).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00777.php;dialoog;R. Wildbolz, Der philosophische Dialog als literarisches Kunstwerk (1952);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03791.php;ideologie(kritiek);R. Williams, ‘Ideology’ in Keywords (1976), p. 126-130;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02167.php;modernisme;R. Williams, The politics of modernism. Against the New Conformists (1989);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02163.php;materialistische literatuurtheorie;R. Williams, Marxism and literature (1977);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03953.php;New Historicism/cultural materialism;R. Wilson & R. Dutton (red.) New Historicism and Renaissance drama (1992);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05502.php;steenkolenduits;R. Wolff, Es kommt wohl gut. Duitse taalblunders (2011);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00782.php;dorpsroman;R. Zellweger, Les débuts du roman rustique: Suisse, Allemagne, France, 1838-1856 (19782);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00895.php;graalroman;R. Zemel, ‘Fergus, Ferguut en de Graalheld’ in In onse scole. Opstellen over Middelnederlandse letterkunde voor prof. dr. M.H. Schenkeveld (1989), p. 75-94.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00359.php;conjointure;R. Zemel, ‘Hoofse liefde in de literatuur van de 12e eeuw’ in Herkennen wij de Middeleeuwen (1988), p. 71-107;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00999.php;fin’amors;R. Zemel, ‘Hoofse liefde in de literatuur van de twaalfde eeuw’ in Herkennen wij de middeleeuwen? (1988), p. 71-107;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01153.php;hoofse liefde;R. Zemel, ‘Hoofse liefde in de literatuur van de twaalfde eeuw’ in Herkennen wij de middeleeuwen? (1988), p. 71-107;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00560.php;bewerking;R. Zemel, Op zoek naar Galiene. Over de Oudfranse Fergus en de Middelnederlandse Ferguut (1991);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02044.php;beeldspraak;R. Zimmermann, Bildersprache verstehen: zur Hermeneutik der Metapher und anderer bildlicher Sprachformen (2000);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00650.php;belles infidèles;R. Zuber, Les “belles infidèles” et la formation du goût classique (1968, 19952);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00763.php;conventie;R. Zwaan, ’Conventie’ in W. van Peer & K. Dijkstra (red.), Sleutelwoorden (1991), p. 24-33;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04997.php;hamletisme;R.A. Foakes, Hamlet versus Lear: cultural politics and Shakespeare’s art (1993), p. 12-44.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01029.php;écriture artiste;R.A. Hartzell, L’écriture artiste: techniques picturales et impressionnistes dans l’oeuvre des Goncourt (1983);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00808.php;eponiem;R.A. Letusé La O, Elsevier’s dictionary of eponyms (2001);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02464.php;opera;"R.A. Rasch, ‘19 februari 1685: Onder regie van Govard Bidloo wordt Vondels Faëton opgevoerd als een muziekdramatische show;"" toneel en muziek aan het eind van de zeventiende eeuw’ in R.L. Erenstein (hoofdred.), Een theatergeschiedenis der Nederlanden (1996), p. 272-277";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02684.php;mythe;R.A. Segal, Myth, 4 dln. (2007);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02644.php;paradox;R.A. Sorensen, A brief history of the paradox: philosophy and the labyrinths of the mind (2003);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02444.php;neoplatonisme;R.B. Harris (red.), The significance of neoplatonism (1976);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00150.php;analytische bibliografie-1;R.B. MacKerrow, An introduction to bibliography for literary students (19282);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00484.php;editio prima;R.B. McKerrow, An introduction to bibliography for literary students (19282), p. 184-199;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00390.php;custode;R.B. McKerrow, An introduction to bibliography for literary students (19672), p. 26, 82-84;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01524.php;papyrus;R.B. Parkinson & S.G.J. Quirke, Papyrus (1995).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02049.php;blank vers;R.B. Shaw, Blank verse. A guide to its history and use (2007);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00225.php;bibliografie;R.B. Stokes, The function of bibliography (19822);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03003.php;satanisme;R.B. van Luijk, Satan rehabilitated?: a study into satanism during the nineteenth century (diss., 2013).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04202.php;Talmoed;R.C. Musaph-Andriesse, Wat na de Tora kwam (19853);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04979.php;contrapunt-1;R.C. Pooley e.a. (red.), Contrapoint in literature (1967);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02094.php;contrapunt-2;R.C. Pooley e.a. (red.), Counterpoint in literature (1967);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02390.php;melodisch accent;R.Collier & J. 't Hart, Cursus Nederlandse intonatie (1981).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04971.php;ritme;R.D. Cureton, ‘Rhythm and verse study’ in Language and literature (1994), p. 105-124;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04068.php;pragmatiek;R.D. Sell (red.), Literary pragmatics (1991);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04109.php;recreationele taalkunde;R.D. Sutherland, Language and Lewis Carroll (1970);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03216.php;villanelle;R.E. McFarland, The villanelle: the evolution of a poetic form (1987);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00873.php;hermeneutiek;R.E. Palmer, Hermeneutics (1969);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01147.php;historiebijbel;R.E.O. Ekkart, De Rijmbijbel van Jacob van Maerlant, een in 1332 voltooid handschrift uit het Rijksmuseum Meermanno-Westreenianum (1985);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01378.php;miniatuur;R.E.O. Ekkart, De Rijmbijbel van Jacob van Maerlant. Een in 1332 voltooid handschrift uit het Rijksmuseum Meermanno-Westreenianum (1985);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01124.php;hagiografie;R.E.V. Stuip & C. Vellekoop (red.), Andere structuren, andere heiligen (1983);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02771.php;vita;R.E.V. Stuip & C. Vellekoop (red.), Andere structuren, andere heiligen (1983);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01725.php;ridderroman;R.E.V. Stuip, ‘Rondom Karel de Grote’ in R.E.V. Stuip (red.), Franse literatuur van de middeleeuwen (1988), p. 39-56;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03342.php;definitie;"R.F. Beerling e.a., Inleiding tot de wetenschapsleer (1970;"" 19806), p. 121-131";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02154.php;elisie;R.F. Casali, Resolving hiatus (1998).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03602.php;editing;R.F. Collins (red.), Editing across media. Content and process for print and online publication (2013);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03108.php;parodie;R.F. Glei & R. Seidel (red.), ‘Parodia’ und Parodie. Aspekte intertextuellen Schreibens in der lateinischen Literatur der frühen Neuzeit (2007);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02091.php;contrafact;R.F. Glei & R. Seidel (red.), ‘Parodia’ und Parodie. Aspekte intertextuellen Schreibens in der Lateinischen Literatur der Frühen Zeit (2007);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00319.php;chria;R.F. Hock & E.N. O'Neil (ed.), The Chreia in ancient rhetoric (1985);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01033.php;impressionisme;R.F. Lissens, Het impressionisme in de Vlaamsche letterkunde (1934);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03380.php;expressionisme;R.G. Bogner, Einführung in die Literatur des Expressionismus (2005);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04056.php;kosmisch expressionisme;R.G. Bogner, Einführung in die Literatur des Expressionismus (2005);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03748.php;hellevaart;R.G. Edmonds, Myths of the underworld journey. Plato, Aristophanes, and the 'Orphic' gold tablets (2004);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03981.php;orfische gedichten;R.G. Edmonds, Myths of the underworld journey. Plato, Aristophanes, and the 'Orphic' gold tablets (2004).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01550.php;persuasio;R.G.A. Buxton, Persuasion in Greek tragedy (2010).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02287.php;hyperbaton;R.G.J. Nowak, Hyperbaton bij Euripides: een studie van vormen en functies (doctoraalscriptie KUN) (1985);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03586.php;docudrama;R.H. Asam, A genre analysis of television docudrama (1989);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03378.php;agitprop;R.H. Bodek, We are the red megaphone. Political music, agitprop theatre, every day life and communist politics in Berlin during the Weimar republic (1992).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03266.php;vervreemdingseffect;R.H. Stacy, Defamiliarization in language and literature (1977);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03779.php;horror;R.H. Zuidinga & M. Käss, 'Hollandse horror: interviews' in Literama 22 (1987-1988) 2, p. 31-40;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02529.php;epigram;R.H. Zuidinga (inl. en samenst.), Hier ligt Poot, hij is dood: de kortste Nederlandstalige gedichten (1990);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01702.php;light verse;R.H. Zuidinga, Droggen zijn bedroom: Nederlandse nonsenspoëzie uit de 19de en 20ste eeuw (1984);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03862.php;leesbaarheid;R.H.M. Brouwer, ‘Onderzoek naar de leesmoeilijkheid van Nederlands proza’ in Pedagogische studiën 49 (1972), p. 454-464;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02547.php;novelle;R.J. Clements & J. Gibaldi, Anatomy of the Novella. The European tale collection from Boccaccio and Chaucer to Cervantes (1977);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02643.php;palindroom;R.J. Edwards, Longman anagram dictionary (1985);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01057.php;genealogie;R.J. Leenaerts, Algemeen genealogisch-heraldisch repertorium voor de Zuidelijke Nederlanden, 8 dln (1969-1985);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04229.php;toneel op het toneel;R.J. Nelson, Play within a play: the dramatist's conception of his art, Shakespeare to Annouilh (1958);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04033.php;pie quebrado (copla de -);R.J. Niess, The pie quebrado in Samaniego's fables (1941);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01360.php;materieboek;R.J. Resoort, ‘Een proper profitelijc boek. Eind vijftiende en zestiende eeuw’ in H. Bekkering e.a. (red.), De hele Bibelebontse berg (1989), p. 41-103.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01608.php;prosimetrum;R.J. Resoort, Een schoone historie vander borchgravinne van Vergi (1988), p. 169;
